date,Gross Domestic Product,Gross National Product,Gross domestic product per capita,Sticky Price Consumer Price Index less Food and Energy,Producer Price Index by Commodity: All Commodities,Unemployment Rate,Labor Force Participation Rate,Personal Consumption Expenditures,Net domestic investment: Private: Domestic business,Federal Government: Current Expenditures,"Trade Balance: Goods and Services, Balance of Payments Basis",Balance on current account,U.S. Dollars to Euro Spot Exchange Rate,Japanese Yen to U.S. Dollar Spot Exchange Rate,Federal Funds Effective Rate,M1,M2,Federal Debt: Total Public Debt,Federal Surplus or Deficit [-],Advance Retail Sales: Retail Trade,Industrial Production: Total Index,New Privately-Owned Housing Units Started: Total Units,Total Construction Spending: Total Construction in the United States,Consumer Opinion Surveys: Confidence Indicators: Composite Indicators: OECD Indicator for United States,Business Tendency Surveys (Manufacturing): Confidence Indicators: Composite Indicators: OECD Indicator for United States,Leading Index for the United States,Retail Inventories: Clothing and Clothing Accessory Stores,Total Business Inventories,5-Year High Quality Market (HQM) Corporate Bond Par Yield,Corporate Profits After Tax (without IVA and CCAdj),Real Exports of Goods and Services,"Rest of the World; Foreign Direct Investment in U.S.; Asset (Current Cost), Transactions",Equity Market Volatility Tracker: Exchange Rates,Producer Price Index by Commodity: Metals and Metal Products: Gold Ores,15-Year Fixed Rate Mortgage Average in the United States,Disposable Personal Income,CBOE Volatility Index: VIX,ICE BofA US High Yield Index Effective Yield,Employment Cost Index: Total compensation: All Civilian,Federal Debt: Total Public Debt as Percent of Gross Domestic Product,Personal Saving,Gross Domestic Product (Growth),Gross National Product (Growth),Gross domestic product per capita (Growth),Sticky Price Consumer Price Index less Food and Energy (Growth),Producer Price Index by Commodity: All Commodities (Growth),Unemployment Rate (Growth),Labor Force Participation Rate (Growth),Personal Consumption Expenditures (Growth),Net domestic investment: Private: Domestic business (Growth),Federal Government: Current Expenditures (Growth),"Trade Balance: Goods and Services, Balance of Payments Basis (Growth)",Balance on current account (Growth),U.S. Dollars to Euro Spot Exchange Rate (Growth),Japanese Yen to U.S. Dollar Spot Exchange Rate (Growth),Federal Funds Effective Rate (Growth),M1 (Growth),M2 (Growth),Federal Debt: Total Public Debt (Growth),Federal Surplus or Deficit [-] (Growth),Advance Retail Sales: Retail Trade (Growth),Industrial Production: Total Index (Growth),New Privately-Owned Housing Units Started: Total Units (Growth),Total Construction Spending: Total Construction in the United States (Growth),Consumer Opinion Surveys: Confidence Indicators: Composite Indicators: OECD Indicator for United States (Growth),Business Tendency Surveys (Manufacturing): Confidence Indicators: Composite Indicators: OECD Indicator for United States (Growth),Leading Index for the United States (Growth),Retail Inventories: Clothing and Clothing Accessory Stores,Total Business Inventories (Growth),5-Year High Quality Market (HQM) Corporate Bond Par Yield (Growth),Corporate Profits After Tax (without IVA and CCAdj) (Growth),Real Exports of Goods and Services (Growth),"Rest of the World; Foreign Direct Investment in U.S.; Asset (Current Cost), Transactions (Growth)",Equity Market Volatility Tracker: Exchange Rates (Growth),Producer Price Index by Commodity: Metals and Metal Products: Gold Ores (Growth),15-Year Fixed Rate Mortgage Average in the United States (Growth),Disposable Personal Income (Growth),CBOE Volatility Index: VIX (Growth),ICE BofA US High Yield Index Effective Yield (Growth),Employment Cost Index: Total compensation: All Civilian (Growth),Federal Debt: Total Public Debt as Percent of Gross Domestic Product (Growth),Personal Saving (Growth)
1/1/2017,19148.194,19420.467,58727,2.596455333,191.267,4.6,62.9,13049.4,465.199,4196.302,-41488,-85463,1.0661,113.52,0.7,3405,13352.6,19846420,-105673.2043,415379,98.7657,1217,1267739,101.366105,100.7112909,1.68,53551,1865414,2.62,1932.265,10.8,393588,0.1687,303.3,3.4,14547.9,11.69,5.9,128.9,103.64643,1030.4,0.94977,0.91741,0.79639,2.08515,2.24519,-4.1958,0.21254,1.30342,-9.28221,0.42606,0.84098,-7.2647,-1.10241,3.62114,55.94901,1.9297,1.35872,-0.65279,52.15098,1.6736,0.06363,-1.45749,0.70951,0.46887,0.6919,9.80392,0.27463,0.7525,12.42857,5.96556,-485.71429,45.17114,22.41788,-2.68449,9.52854,1.57493,-17.06633,-6.85295,0.62451,-1.58749,5.75456
4/1/2017,19304.506,19568.667,59116,2.182203667,193.133,4.4,62.9,13134,503.699,4200.521,-43597,-103940,1.1008,111.11,0.95,3510.1,13520.7,19844554,1256.290737,415645,100.1534,1184,1276452,101.2165849,100.6326577,1.51,53303,1872972,2.45,1912.702,1.3,315376,0.18904,316,3.24,14728.6,11.43,5.67,129.7,102.79752,1114,0.81633,0.76311,0.66239,-15.95451,0.97595,-4.37956,0,0.64805,8.27603,0.10054,5.08255,21.61988,3.25438,-2.12307,35.55268,3.08871,1.25858,-0.0094,-101.18885,0.06412,1.40497,-2.71159,0.68729,-0.14751,-0.07808,-10.11905,-0.46373,0.40515,-6.4803,-1.01244,-87.96296,-19.87154,12.05493,4.18727,-4.64431,1.24187,-2.27153,-3.997,0.62064,-0.81904,8.11685
7/1/2017,19561.896,19870.351,59797,2.114432667,194.033,4.3,63,13260.3,547.469,4258.277,-42279,-85766,1.1755,110.95,1.15,3559.6,13638.4,20244900,-47542.69048,419820,99.8425,1182,1277345,101.185288,101.1592505,1.34,53252,1894887,2.41,1964.901,2.4,282788,0.10736,321.5,3.17,14866.6,10.94,5.62,130.6,103.4915,1119,1.33332,1.54167,1.15197,-3.10562,0.466,-0.76336,0.15907,0.96188,8.68971,1.37497,-3.02238,-17.48509,6.78823,-0.14708,21.77973,1.40823,0.87052,2.01741,-3884.37006,1.0043,-0.31039,-0.16892,0.06991,-0.03092,0.52328,-11.25828,-0.09505,1.17007,-1.7663,2.72907,84.61538,-10.33306,-43.20502,1.74051,-2.20955,0.93695,-4.21888,-0.83582,0.69391,0.67509,0.45183
10/1/2017,19894.75,20221.66,60712,2.144440667,195.7,4.2,62.7,13490.7,571.187,4323.177,-44949,-92446,1.1778,112.89,1.2,3611.3,13823.6,20492747,-74985.00509,430398,101.2384,1236,1301943,101.4107589,101.3267752,1.51,53428,1910214,2.59,1779.136,10.8,308540,0.14157,322.5,3.29,15021.9,10.31,5.68,131.4,103.0058,1031.7,1.70154,1.76801,1.53018,1.4192,0.85896,-3.84615,-0.4235,1.73751,4.3323,1.52409,6.31357,7.78863,0.19386,1.74972,4.41869,1.45502,1.35827,1.22424,57.72142,2.51965,1.39807,4.54033,1.92571,0.22283,0.1656,12.43781,0.3305,0.80886,7.46888,-9.45417,350,9.10647,31.86376,0.31104,3.93586,1.04463,-5.81444,1.14137,0.61256,-0.46931,-7.80138
1/1/2018,20155.486,20467.925,61433,2.222466,198.833,4,62.9,13677.4,600.649,4399.035,-46458,-96923,1.2289,108.27,1.45,3635.6,13907.6,21089643,-124918.5672,432563,101.8012,1298,1345514,101.5195446,101.3818068,1.63,53821,1933516,3.09,1927.686,2.6,132968,0.0409,333.1,3.74,15282.2,17.35,6.04,132.4,104.63475,1097.1,1.31058,1.21783,1.18757,3.63849,1.60109,-3.2,0.26582,1.38342,5.15803,1.75468,3.35716,4.84283,4.34156,-4.09387,20.11549,0.67075,0.60782,2.91272,66.5914,0.50318,0.55595,5.04451,3.34664,0.10727,0.05431,8.40708,0.73495,1.2199,19.43372,8.34956,-75.92593,-56.90413,-71.10802,3.28682,13.65124,1.73281,68.36303,6.38048,0.76104,1.58142,6.33239
4/1/2018,20470.197,20772.518,62309,2.530544333,202.567,3.9,62.9,13850.8,603.892,4459.343,-44120,-94154,1.1922,109.14,1.74,3673.5,14043.4,21195070,-2466.440054,437381,102.9768,1275,1353560,101.5138616,101.2513522,1.57,53768,1943432,3.45,1958.009,2.2,-36956,0.08029,332.267,4.01,15493,15.34,6.23,133.3,103.54111,1124.3,1.56142,1.48815,1.42594,13.862,1.87762,-2.47934,0.10604,1.26828,0.53992,1.37094,-5.0311,-2.85691,-2.98616,0.80773,20.03615,1.04311,0.97589,0.4999,-98.02556,1.11375,1.15477,-1.77196,0.59796,-0.0056,-0.12868,-3.87755,-0.09848,0.51285,11.63793,1.57303,-15.38462,-127.79315,96.28392,-0.25018,7.34266,1.3796,-11.62364,2.98832,0.67976,-1.0452,2.47934
7/1/2018,20687.278,20958.32,62872,2.471481667,203.767,3.8,62.8,13988.8,679.7,4518.57,-49931,-119449,1.1629,111.5,1.93,3682.3,14151.5,21516058,-57298.91542,439420,103.8441,1249,1334397,101.4505936,101.4385518,1.36,53585,1967699,3.46,1972.299,-5.2,419264,0.3518,305.533,4.03,15714.6,12.86,6.28,134.3,104.00623,1193.3,1.06047,0.89446,0.90356,-2.33399,0.5924,-4.23729,-0.21186,0.99609,12.55324,1.32816,13.1708,26.86556,-2.45997,2.16103,10.897,0.23976,0.76976,1.51445,2223.14243,0.46611,0.84223,-2.06536,-1.41572,-0.06232,0.18489,-13.58811,-0.33911,1.24865,0.19305,0.72982,-336.36364,-1234.49508,338.17986,-8.04575,0.47902,1.43011,-16.17392,0.81538,0.75019,0.44921,6.14326
10/1/2018,20819.269,21094.695,63180,2.452050667,202.633,3.8,62.9,14102.9,671.171,4599.679,-52355,-129323,1.1414,112.77,2.22,3740.3,14295.5,21974096,-106311.0195,441443,103.9783,1166,1300523,101.3629061,100.9549111,1.1,54212,1992968,3.67,1982.179,1.2,350384,0,307.167,4.21,15945.8,21.05,6.98,135.3,105.54691,1306.5,0.63803,0.6507,0.48988,-0.78621,-0.55619,1.76991,0.21231,0.81589,-1.25482,1.79501,4.85467,8.26629,-1.8463,1.13644,15.25873,1.57588,1.01793,2.12882,85.53758,0.46046,0.1293,-6.64709,-2.5385,-0.08643,-0.47678,-18.91892,1.16947,1.28421,5.97303,0.50094,-123.07692,-16.42879,-100,0.53458,4.4241,1.47146,63.75466,11.28292,0.7446,1.48133,9.48603
1/1/2019,21013.085,21299.154,63701,2.387288333,199.7,3.9,63.1,14145.9,697.812,4693.863,-48292,-115479,1.1354,110.19,2.4,3721.9,14456.1,22027880,-124079.716,441097,103.0103,1185,1310207,101.1187307,100.3662607,1.1,54775,2022082,3.2,1964.614,4.8,266372,0.19699,326.233,3.82,16185.2,16.47,6.76,136.1,104.82935,1505.3,0.93095,0.96924,0.82463,-2.64115,-1.44761,0.86957,0.21186,0.30466,3.96933,2.04762,-7.76043,-10.70498,-0.53023,-2.28903,8.18289,-0.49292,1.1234,0.24476,16.71388,-0.07838,-0.93103,1.65856,0.7446,-0.24089,-0.58308,0,1.0379,1.4608,-12.81818,-0.88615,300,-23.97712,#N/A,6.20727,-9.42294,1.50113,-21.77752,-3.22981,0.59128,-0.67985,15.21074
4/1/2019,21272.448,21562.375,64414,2.408969333,201.367,3.6,62.9,14323.8,699.323,4751.406,-49418,-116484,1.1237,109.95,2.4,3812.7,14635.4,22023283,-18646.73363,447894,102.3855,1267,1367129,101.4672933,99.80278292,1.3,54061,2038244,2.78,2007.327,-2.3,259956,0.09794,329.1,3.46,16283.3,15.18,6.2,137,103.52961,1410.6,1.23429,1.23583,1.11929,0.90819,0.83459,-6.03448,-0.21142,1.25737,0.21653,1.22592,2.33094,0.87029,-1.02835,-0.21633,-0.18383,2.43881,1.24003,-0.02087,-84.97197,1.54093,-0.60648,6.94796,4.3445,0.34471,-0.56142,17.87879,-1.30291,0.79929,-13.13869,2.17412,-147.91667,-2.40866,-50.2809,0.87872,-9.19355,0.60632,-7.80677,-8.20379,0.66128,-1.23986,-6.29124
7/1/2019,21531.839,21813.003,65104,2.565620333,199.433,3.6,63.1,14482.2,690.782,4787.303,-47132,-109789,1.112,107.33,2.19,3872.4,14889.8,22719402,-79090.83222,453387,102.4435,1304,1424986,101.0075,99.1367235,1.37,54000,2046714,2.27,1985.362,0,206888,0.43907,372.633,3.13,16459.6,15.96,5.78,138,105.51538,1421.8,1.21938,1.16234,1.0712,6.50282,-0.96011,0,0.3178,1.10585,-1.22132,0.7555,-4.62584,-5.74757,-1.03676,-2.38175,-8.55894,1.56797,1.73807,3.16083,324.15382,1.22641,0.05662,2.89321,4.23203,-0.45314,-0.66738,5.9126,-0.11222,0.41557,-18.12725,-1.09424,-100,-20.41422,348.30849,13.228,-9.68028,1.08291,5.11848,-6.86327,0.72993,1.91807,0.79637
10/1/2019,21706.532,21961.573,65537,2.749306333,198.867,3.6,63.3,14619.1,596.392,4801.462,-41622,-99998,1.1075,108.68,1.65,3962.8,15259.5,23201380,-118859.4722,455822,101.8781,1410,1457200,101.3645235,98.88735424,1.42,53739,2044779,2.18,2072.258,0.8,293536,0.10494,370.867,3.16,16626.2,13.99,5.63,138.9,106.88663,1448.9,0.81132,0.68111,0.66509,7.15952,-0.28414,-0.91743,0.26399,0.9453,-13.66422,0.29576,-11.68986,-8.91802,-0.41165,1.25994,-24.93058,2.33215,2.48294,2.12144,50.28224,0.537,-0.55195,8.10327,2.26065,0.35346,-0.25154,3.64078,-0.48456,-0.09454,-4.2522,4.37683,#N/A,41.8816,-76.09891,-0.4741,0.90954,1.01217,-12.37065,-2.57576,0.65217,1.29957,1.90603
1/1/2020,21538.032,21794.019,64965,2.752460667,196.367,3.8,63.1,14440.2,496.983,4875.929,-42843,-100447,1.1022,108.93,1.25,4066.6,15601.4,23223813,-129017.8862,447621,100.2257,1468,1500747,100.988638,98.91782105,1.42,53255,2027517,2.07,1938.608,-15.3,99852,0.20891,400.033,2.98,16784.6,31.22,6.36,140,107.827,1801.2,-0.77626,-0.76294,-0.87279,0.11473,-1.25712,5.55556,-0.36862,-1.22374,-16.6684,1.55092,2.93192,0.44901,-0.47522,0.22869,-23.74178,2.61958,2.24068,0.09669,8.54658,-1.79902,-1.62194,4.13809,2.9884,-0.37083,0.03081,0,-0.90066,-0.8442,-4.74732,-6.44949,-2012.5,-65.98305,99.06934,7.86446,-5.52984,0.95251,123.25901,12.97076,0.79194,0.87978,24.315
4/1/2020,19636.731,19805.951,59200,2.122902,188.433,13,60.8,13049.8,-26.352,8896.416,-52267,-149227,1.1016,107.52,0.06,12776.6,17637.6,26477241,-666915.3677,432120,87.3779,1082,1457248,98.75895083,98.60122033,1.42,50107,1950089,1.41,1822.599,-60.9,75584,0,429.933,2.71,18381.2,34.49,7.57,140.6,134.83528,4852.1,-8.82764,-9.12208,-8.87401,-22.87258,-4.04006,241.22807,-3.59408,-9.6287,-105.30239,82.45582,21.99832,48.56292,-0.05685,-1.30149,-95.31524,214.18757,13.05137,14.00902,416.91699,-3.46312,-12.81887,-26.31698,-2.89849,-2.20786,-0.32006,0,-5.91122,-3.81886,-31.8328,-5.98414,298.03922,-24.30397,0,7.47438,-9.23156,9.51229,10.46977,19.01974,0.42857,25.04779,169.38337
7/1/2020,21362.428,21562.441,64370,2.238408667,194.267,8.8,61.5,14388.7,421.931,7116.015,-59957,-167262,1.1698,106.1,0.09,16902.4,18359.6,26945391,-129232.4333,485384,95.5823,1456,1490264,98.8147062,100.4235386,1.42,45807,1935150,0.83,2390.745,59.5,131360,0.0513,485.2,2.46,17781.7,25.81,5.73,141.4,126.1345,2923.9,8.78811,8.8685,8.73311,5.44098,3.0957,-31.87661,1.20614,10.26046,-1701.13464,-20.01256,14.71218,12.08561,6.19497,-1.31275,57.52133,32.29165,4.09375,1.76812,-80.62236,12.32629,9.3896,34.6379,2.26564,0.05646,1.84817,0,-8.58103,-0.76608,-41.50943,31.1723,-197.70115,73.7934,0,12.85471,-8.97727,-3.26148,-25.17781,-24.36176,0.56899,-6.4529,-39.73991
10/1/2020,21704.706,21867.367,65367,1.785781667,198.433,6.8,61.6,14586.1,492.531,5877.529,-62560,-180203,1.1925,104.47,0.09,17608.2,18945.4,27747798,-190966.376,491576,97.087,1582,1552879,99.20882594,101.2138078,1.42,45038,1979497,0.85,2291.749,24.2,145908,0,473.333,2.29,17436.2,25.62,5.02,142.4,127.84231,2392.2,1.60224,1.41415,1.54886,-20.22093,2.14482,-23.39623,0.05417,1.37144,16.73259,-17.40421,4.34089,7.73696,1.94257,-1.53647,-4.10798,4.17537,3.19074,2.9779,47.7697,1.27576,1.57425,8.60609,4.20156,0.39885,0.78694,0,-1.67878,2.29167,2.41935,-4.1408,-59.32773,11.07491,0,-2.44573,-7.14286,-1.94282,-0.72528,-12.39381,0.70721,1.35396,-18.18576
1/1/2021,22313.85,22511.17,67213,1.583668333,210.133,6.2,61.4,15131.5,386.294,8178.958,-64381,-175550,1.2045,106.17,0.08,18331.8,19591.3,28132570,-377782.0168,519616,97.431,1575,1601550,99.41645943,101.7778383,1.42,45149,2022404,1.05,2587.196,0.4,255556,0.22117,453.633,2.28,19586.5,23.2,4.35,143.7,126.07672,3988.7,2.80651,2.94413,2.82405,-11.31792,5.89619,-8.37438,-0.27071,3.73941,-21.56961,39.1564,2.91189,-2.58209,1.00556,1.62769,-13.41765,4.10998,3.40899,1.38668,97.82646,5.70396,0.35436,-0.44257,3.13427,0.20929,0.55727,0,0.24646,2.16755,24.40945,12.89177,-98.34711,75.14872,0,-4.16197,-0.52018,12.33237,-9.44222,-13.34783,0.91292,-1.38107,66.74145
4/1/2021,23046.934,23192.674,69387,2.491358,223.9,5.9,61.6,15813.5,379.226,7649.622,-67703,-200219,1.205,109.43,0.07,19173.1,20329.6,28529436,-177231.0246,548757,98.983,1582,1627899,99.83977263,101.7622062,1.42,46144,2048013,1.25,2824.269,4.9,349196,0,453.467,2.31,18277.8,18,4.21,144.7,123.78842,1978.6,3.28533,3.0274,3.23449,57.31564,6.5514,-4.30108,0.32573,4.50737,-1.82969,-6.47192,5.15885,14.05241,0.04224,3.06755,-11.24627,4.58895,3.76875,1.4107,-53.08643,5.60825,1.59289,0.44454,1.64524,0.4258,-0.01536,0,2.20308,1.26627,18.67089,9.16332,1125,36.64168,0,-0.03674,1.43034,-6.68163,-22.42202,-3.09696,0.69589,-1.81501,-50.39528
7/1/2021,23550.42,23718.255,70833,2.432303667,233.648,5.1,61.7,16147.3,457.056,6709.184,-72642,-226725,1.1784,110.07,0.09,19628.1,20725.9,28428919,-178076.4644,542543,99.77,1576,1664145,98.73989751,101.5798074,1.42,47115,2112443,1.19,2827.118,-1.1,539160,0,448.491,2.17,18312,18.29,4.07,146.5,120.71513,1669.1,2.18461,2.26615,2.08396,-2.37037,4.35358,-13.48315,0.21645,2.11064,20.52338,-12.29391,7.29513,13.2385,-2.20973,0.58627,31.88406,2.37344,1.94953,-0.35233,0.47703,-1.13238,0.79509,-0.3372,2.22651,-1.10164,-0.17924,0,2.10502,3.14599,-5.06667,0.10088,-122.44898,54.40039,0,-1.09725,-5.96745,0.18711,1.59635,-3.29036,1.24395,-2.4827,-15.64237
10/1/2021,24349.121,24530.587,73168,3.244694,241.697,4.2,61.9,16518,725.95,6079.752,-75798,-228951,1.1437,113.64,0.08,20256.4,21326.9,29617215,-125897.8456,560481,100.7959,1690,1722085,98.02666116,101.5260323,1.42,50633,2210435,1.58,2760.777,23.5,499196,0.0994,446.814,2.34,18356.1,19.28,4.4,148.1,121.63566,1337.1,3.39145,3.42492,3.29649,33.40004,3.44493,-18.18182,0.26998,2.29574,58.83174,-9.38165,4.34553,0.98181,-2.94931,3.24373,-11.71498,3.2007,2.89956,4.17988,-29.30124,3.30634,1.02823,7.23197,3.48169,-0.72234,-0.05294,0,7.46684,4.63877,33.42697,-2.34659,-2236.36364,-7.41227,0,-0.37385,7.69231,0.24046,5.40162,8.10724,1.09215,0.76256,-19.89096
1/1/2022,24740.48,24929.184,74301,4.284717333,253.042,3.8,62.3,16874.8,783.017,5891.599,-92000,-283899,1.1216,116.36,0.12,20614,21683.6,30400960,-96857.76016,579862,101.7258,1718,1823275,97.38943655,101.0022606,1.42,55221,2343497,2.4,2833.431,-4.6,327296,0,446.814,3.04,18174.4,25.37,5.36,150.1,122.87943,784.9,1.60728,1.6249,1.54849,32.05305,4.69418,-9.52381,0.59235,2.15987,7.86101,-3.09475,21.37426,23.9999,-1.92867,2.38689,52.8439,1.76567,1.67279,2.64625,-23.06639,3.45786,0.92256,1.61704,5.87602,-0.65005,-0.5159,0,9.06194,6.01974,51.57895,2.63165,-119.57447,-34.43537,0,0,30.19737,-0.98986,31.63527,21.75209,1.35044,1.02254,-41.29833
4/1/2022,25248.476,25456.409,75748,5.043240667,272.937,3.6,62.2,17261.4,669.201,5935.195,-83647,-248784,1.0646,129.73,0.77,20646.1,21670.4,30568582,51050.3288,595836,102.7528,1636,1878944,96.56019421,100.381711,1.42,59596,2455719,3.79,3043.114,13.8,360620,0.10095,446.814,4.45,18389.8,27.4,7.25,152.1,121.071,591.1,2.0533,2.11489,1.94748,17.703,7.86232,-5.26316,-0.05353,2.29099,-14.53557,0.73997,-9.07866,-12.36884,-5.08414,11.49303,531.41068,0.15531,-0.0613,0.55137,-152.70649,2.75485,1.00964,-4.77392,3.05326,-0.85147,-0.61439,0,7.92266,4.78866,57.77778,7.40032,-400,10.18161,0,0,46.18494,1.18537,7.98306,35.23,1.33245,-1.47171,-24.6868
7/1/2022,25723.941,25885.432,77064,6.003276333,269.906,3.6,62.2,17542.7,612.164,6063.491,-70238,-222757,1.0066,138.35,2.18,20392.2,21543.4,30928912,-286773.8267,595830,103.2985,1446,1851159,96.37664394,99.73140167,1.42,61048,2516988,4.21,2890.812,14.6,463364,0.18767,446.814,4.88,18733,24.79,8.17,153.9,120.23396,608.5,1.88314,1.68532,1.73734,19.03609,-1.11063,-0.92593,0,1.62965,-8.52315,2.16161,-16.03119,-10.46169,-5.44931,6.64926,184.67622,-1.22977,-0.58588,1.17876,-661.74727,-0.00112,0.53105,-11.5753,-1.47877,-0.19009,-0.64784,0,2.43639,2.49497,11.17958,-5.00481,5.7971,28.49093,85.90391,0,9.66125,1.86607,-9.51043,12.67451,1.18343,-0.69136,2.93786
10/1/2022,26137.992,26289.489,78191,6.484403333,262.038,3.6,62.2,17749.9,707.738,6229.524,-71178,-216154,1.0218,141.36,3.65,19987.2,21409.3,31419689,-140444.4845,594538,102.6556,1405,1837860,96.84239929,99.19111208,1.42,61095,2537703,5.05,2721.294,-3.7,304884,0.1449,446.814,5.96,19025.1,25,8.81,155.6,120.20697,647.9,1.60959,1.56094,1.46242,8.01441,-2.91497,0.93458,0,1.18131,15.61248,2.73824,1.33831,-2.96422,1.51399,2.17466,67.36045,-1.98609,-0.62239,1.58679,-51.02605,-0.21684,-0.62234,-2.83475,-0.71843,0.48327,-0.54174,0,0.07699,0.82301,19.95249,-5.86403,-125.34247,-34.20205,-22.78823,0,22.09614,1.55964,0.84674,7.86283,1.10461,-0.02245,6.48042
